route_id,route_name,departure_slot,fleet_id,trip_count,avg_delay_minutes,max_delay_minutes,high_delay_count,avg_delay_risk_probability,main_delay_reason,risk_rank,risk_category
R002,Yogyakarta - Bandung,Pagi,BUS-077,1,20.0,20,0,0.6060606060606061,Terminal Padat,629,Medium
R002,Yogyakarta - Bandung,Siang,BUS-085,2,20.0,29,0,0.6060606060606061,Lalu Lintas,630,Medium
R003,Yogyakarta - Surabaya,Dini Hari,BUS-059,1,20.0,20,0,0.6060606060606061,Teknis Armada,631,Medium
R003,Yogyakarta - Surabaya,Pagi,BUS-041,1,20.0,20,0,0.6060606060606061,Jalan Rusak,632,Medium
R003,Yogyakarta - Surabaya,Pagi,BUS-042,2,20.0,27,0,0.6060606060606061,Jalan Rusak,633,Medium
R003,Yogyakarta - Surabaya,Siang,BUS-013,3,20.0,31,1,0.6060606060606061,Jalan Rusak,634,Medium
R003,Yogyakarta - Surabaya,Siang,BUS-075,1,20.0,20,0,0.6060606060606061,Teknis Armada,635,Medium
R004,Yogyakarta - Semarang,Dini Hari,BUS-081,1,20.0,20,0,0.6060606060606061,Teknis Armada,636,Medium
R004,Yogyakarta - Semarang,Malam,BUS-036,1,20.0,20,0,0.6060606060606061,Teknis Armada,637,Medium
R004,Yogyakarta - Semarang,Malam,BUS-043,1,20.0,20,0,0.6060606060606061,Jalan Rusak,638,Medium
R004,Yogyakarta - Semarang,Pagi,BUS-004,2,20.0,23,0,0.6060606060606061,Jalan Rusak,639,Medium
R004,Yogyakarta - Semarang,Siang,BUS-043,1,20.0,20,0,0.6060606060606061,Terminal Padat,640,Medium
R004,Yogyakarta - Semarang,Sore,BUS-027,1,20.0,20,0,0.6060606060606061,Jalan Rusak,641,Medium
R005,Yogyakarta - Malang,Dini Hari,BUS-001,1,20.0,20,0,0.6060606060606061,Teknis Armada,642,Medium
R005,Yogyakarta - Malang,Dini Hari,BUS-035,1,20.0,20,0,0.6060606060606061,Jalan Rusak,643,Medium
R005,Yogyakarta - Malang,Dini Hari,BUS-061,1,20.0,20,0,0.6060606060606061,Teknis Armada,644,Medium
R005,Yogyakarta - Malang,Dini Hari,BUS-085,1,20.0,20,0,0.6060606060606061,Terminal Padat,645,Medium
R005,Yogyakarta - Malang,Malam,BUS-064,2,20.0,29,0,0.6060606060606061,Cuaca Buruk,646,Medium
R005,Yogyakarta - Malang,Malam,BUS-079,1,20.0,20,0,0.6060606060606061,Teknis Armada,647,Medium
R005,Yogyakarta - Malang,Siang,BUS-061,2,20.0,30,1,0.6060606060606061,Jalan Rusak,648,Medium
R005,Yogyakarta - Malang,Sore,BUS-038,1,20.0,20,0,0.6060606060606061,Teknis Armada,649,Medium
R005,Yogyakarta - Malang,Sore,BUS-068,2,20.0,31,1,0.6060606060606061,Cuaca Buruk,650,Medium
R006,Yogyakarta - Denpasar,Dini Hari,BUS-009,1,20.0,20,0,0.6060606060606061,Teknis Armada,651,Medium
R006,Yogyakarta - Denpasar,Dini Hari,BUS-056,1,20.0,20,0,0.6060606060606061,Cuaca Buruk,652,Medium
R006,Yogyakarta - Denpasar,Dini Hari,BUS-075,1,20.0,20,0,0.6060606060606061,Jalan Rusak,653,Medium
R006,Yogyakarta - Denpasar,Malam,BUS-075,2,20.0,25,0,0.6060606060606061,Cuaca Buruk,654,Medium
R006,Yogyakarta - Denpasar,Pagi,BUS-014,1,20.0,20,0,0.6060606060606061,Terminal Padat,655,Medium
R006,Yogyakarta - Denpasar,Pagi,BUS-064,2,20.0,26,0,0.6060606060606061,Jalan Rusak,656,Medium
R006,Yogyakarta - Denpasar,Siang,BUS-008,2,20.0,31,1,0.6060606060606061,Cuaca Buruk,657,Medium
R006,Yogyakarta - Denpasar,Siang,BUS-022,1,20.0,20,0,0.6060606060606061,Teknis Armada,658,Medium
R006,Yogyakarta - Denpasar,Sore,BUS-044,2,20.0,31,1,0.6060606060606061,Teknis Armada,659,Medium
R007,Yogyakarta - Solo,Dini Hari,BUS-047,1,20.0,20,0,0.6060606060606061,Teknis Armada,660,Medium
R007,Yogyakarta - Solo,Malam,BUS-069,1,20.0,20,0,0.6060606060606061,Terminal Padat,661,Medium
R008,Yogyakarta - Purwokerto,Dini Hari,BUS-045,1,20.0,20,0,0.6060606060606061,Terminal Padat,662,Medium
R008,Yogyakarta - Purwokerto,Malam,BUS-036,2,20.0,26,0,0.6060606060606061,Cuaca Buruk,663,Medium
R008,Yogyakarta - Purwokerto,Malam,BUS-083,1,20.0,20,0,0.6060606060606061,Cuaca Buruk,664,Medium
R008,Yogyakarta - Purwokerto,Siang,BUS-036,1,20.0,20,0,0.6060606060606061,Terminal Padat,665,Medium
R008,Yogyakarta - Purwokerto,Siang,BUS-080,1,20.0,20,0,0.6060606060606061,Cuaca Buruk,666,Medium
R009,Yogyakarta - Madiun,Siang,BUS-047,1,20.0,20,0,0.6060606060606061,Lalu Lintas,667,Medium
R010,Yogyakarta - Lampung,Malam,BUS-027,2,20.0,21,0,0.6060606060606061,Lalu Lintas,668,Medium
R010,Yogyakarta - Lampung,Pagi,BUS-050,1,20.0,20,0,0.6060606060606061,Terminal Padat,669,Medium
R010,Yogyakarta - Lampung,Siang,BUS-076,1,20.0,20,0,0.6060606060606061,Teknis Armada,670,Medium
R001,Yogyakarta - Jakarta,Dini Hari,BUS-008,2,20.0,22,0,0.606060606060606,Teknis Armada,671,Medium
R006,Yogyakarta - Denpasar,Pagi,BUS-053,2,20.0,22,0,0.606060606060606,Jalan Rusak,672,Medium
R001,Yogyakarta - Jakarta,Malam,BUS-060,3,19.666666666666668,27,0,0.595959595959596,Cuaca Buruk,673,Medium
R005,Yogyakarta - Malang,Dini Hari,BUS-062,3,19.666666666666668,27,0,0.595959595959596,Jalan Rusak,674,Medium
R001,Yogyakarta - Jakarta,Malam,BUS-052,3,21.0,37,1,0.5959595959595959,Jalan Rusak,675,Medium
R002,Yogyakarta - Bandung,Pagi,BUS-074,3,19.666666666666668,28,0,0.5959595959595959,Terminal Padat,676,Medium
R002,Yogyakarta - Bandung,Siang,BUS-022,2,23.5,41,1,0.5909090909090909,Teknis Armada,677,Medium
R002,Yogyakarta - Bandung,Pagi,BUS-030,2,20.5,35,1,0.5909090909090909,Teknis Armada,678,Medium
R001,Yogyakarta - Jakarta,Pagi,BUS-020,2,19.5,23,0,0.5909090909090909,Jalan Rusak,679,Medium
R001,Yogyakarta - Jakarta,Sore,BUS-036,2,19.5,23,0,0.5909090909090909,Cuaca Buruk,680,Medium
R002,Yogyakarta - Bandung,Dini Hari,BUS-032,2,19.5,32,1,0.5909090909090909,Cuaca Buruk,681,Medium
R002,Yogyakarta - Bandung,Malam,BUS-037,2,19.5,25,0,0.5909090909090909,Cuaca Buruk,682,Medium
R002,Yogyakarta - Bandung,Malam,BUS-066,2,19.5,29,0,0.5909090909090909,Jalan Rusak,683,Medium
R002,Yogyakarta - Bandung,Siang,BUS-071,2,19.5,20,0,0.5909090909090909,Cuaca Buruk,684,Medium
R003,Yogyakarta - Surabaya,Pagi,BUS-003,2,19.5,32,1,0.5909090909090909,Terminal Padat,685,Medium
R005,Yogyakarta - Malang,Malam,BUS-031,2,19.5,25,0,0.5909090909090909,Jalan Rusak,686,Medium
R005,Yogyakarta - Malang,Sore,BUS-006,2,19.5,27,0,0.5909090909090909,Terminal Padat,687,Medium
R005,Yogyakarta - Malang,Sore,BUS-051,4,19.5,27,0,0.5909090909090909,Jalan Rusak,688,Medium
R010,Yogyakarta - Lampung,Dini Hari,BUS-046,2,19.5,24,0,0.5909090909090909,Lalu Lintas,689,Medium
R002,Yogyakarta - Bandung,Malam,BUS-073,3,19.333333333333332,28,0,0.5858585858585859,Cuaca Buruk,690,Medium
R005,Yogyakarta - Malang,Dini Hari,BUS-055,2,25.5,46,1,0.5757575757575758,Cuaca Buruk,691,Medium
R001,Yogyakarta - Jakarta,Malam,BUS-077,3,21.333333333333332,40,1,0.5757575757575758,Teknis Armada,692,Medium
R006,Yogyakarta - Denpasar,Pagi,BUS-006,2,19.5,34,1,0.5757575757575758,Cuaca Buruk,693,Medium
R006,Yogyakarta - Denpasar,Siang,BUS-060,2,19.5,34,1,0.5757575757575758,Cuaca Buruk,694,Medium
R001,Yogyakarta - Jakarta,Malam,BUS-049,5,19.0,29,0,0.5757575757575758,Cuaca Buruk,695,Medium
R001,Yogyakarta - Jakarta,Siang,BUS-004,1,19.0,19,0,0.5757575757575758,Teknis Armada,696,Medium
R001,Yogyakarta - Jakarta,Siang,BUS-051,2,19.0,24,0,0.5757575757575758,Terminal Padat,697,Medium
R001,Yogyakarta - Jakarta,Siang,BUS-072,1,19.0,19,0,0.5757575757575758,Lalu Lintas,698,Medium
R001,Yogyakarta - Jakarta,Sore,BUS-050,1,19.0,19,0,0.5757575757575758,Jalan Rusak,699,Medium
R001,Yogyakarta - Jakarta,Sore,BUS-051,3,19.0,32,1,0.5757575757575758,Jalan Rusak,700,Medium
R001,Yogyakarta - Jakarta,Sore,BUS-084,3,19.0,33,1,0.5757575757575758,Teknis Armada,701,Medium
R002,Yogyakarta - Bandung,Dini Hari,BUS-015,1,19.0,19,0,0.5757575757575758,Cuaca Buruk,702,Medium
R002,Yogyakarta - Bandung,Malam,BUS-004,1,19.0,19,0,0.5757575757575758,Teknis Armada,703,Medium
R002,Yogyakarta - Bandung,Malam,BUS-029,1,19.0,19,0,0.5757575757575758,Teknis Armada,704,Medium
R002,Yogyakarta - Bandung,Malam,BUS-032,1,19.0,19,0,0.5757575757575758,Jalan Rusak,705,Medium
R002,Yogyakarta - Bandung,Malam,BUS-048,1,19.0,19,0,0.5757575757575758,Cuaca Buruk,706,Medium
R002,Yogyakarta - Bandung,Malam,BUS-054,1,19.0,19,0,0.5757575757575758,Terminal Padat,707,Medium
R002,Yogyakarta - Bandung,Malam,BUS-055,2,19.0,28,0,0.5757575757575758,Jalan Rusak,708,Medium
R002,Yogyakarta - Bandung,Malam,BUS-070,1,19.0,19,0,0.5757575757575758,Teknis Armada,709,Medium
R002,Yogyakarta - Bandung,Pagi,BUS-025,1,19.0,19,0,0.5757575757575758,Terminal Padat,710,Medium
R002,Yogyakarta - Bandung,Siang,BUS-049,1,19.0,19,0,0.5757575757575758,Terminal Padat,711,Medium
R002,Yogyakarta - Bandung,Siang,BUS-081,1,19.0,19,0,0.5757575757575758,Lalu Lintas,712,Medium
R003,Yogyakarta - Surabaya,Malam,BUS-064,1,19.0,19,0,0.5757575757575758,Jalan Rusak,713,Medium
R003,Yogyakarta - Surabaya,Malam,BUS-084,6,19.0,25,0,0.5757575757575758,Cuaca Buruk,714,Medium
R003,Yogyakarta - Surabaya,Siang,BUS-072,1,19.0,19,0,0.5757575757575758,Lalu Lintas,715,Medium
R003,Yogyakarta - Surabaya,Sore,BUS-015,3,19.0,30,1,0.5757575757575758,Cuaca Buruk,716,Medium
R003,Yogyakarta - Surabaya,Sore,BUS-077,1,19.0,19,0,0.5757575757575758,Terminal Padat,717,Medium
R004,Yogyakarta - Semarang,Dini Hari,BUS-003,1,19.0,19,0,0.5757575757575758,Cuaca Buruk,718,Medium
R004,Yogyakarta - Semarang,Sore,BUS-001,1,19.0,19,0,0.5757575757575758,Cuaca Buruk,719,Medium
R004,Yogyakarta - Semarang,Sore,BUS-058,1,19.0,19,0,0.5757575757575758,Terminal Padat,720,Medium
R005,Yogyakarta - Malang,Dini Hari,BUS-005,1,19.0,19,0,0.5757575757575758,Lalu Lintas,721,Medium
R005,Yogyakarta - Malang,Dini Hari,BUS-072,1,19.0,19,0,0.5757575757575758,Terminal Padat,722,Medium
R005,Yogyakarta - Malang,Pagi,BUS-045,1,19.0,19,0,0.5757575757575758,Terminal Padat,723,Medium
R005,Yogyakarta - Malang,Pagi,BUS-084,1,19.0,19,0,0.5757575757575758,Jalan Rusak,724,Medium
R005,Yogyakarta - Malang,Sore,BUS-025,2,19.0,28,0,0.5757575757575758,Cuaca Buruk,725,Medium
R005,Yogyakarta - Malang,Sore,BUS-079,2,19.0,27,0,0.5757575757575758,Jalan Rusak,726,Medium
R006,Yogyakarta - Denpasar,Dini Hari,BUS-038,1,19.0,19,0,0.5757575757575758,Terminal Padat,727,Medium
R006,Yogyakarta - Denpasar,Malam,BUS-015,1,19.0,19,0,0.5757575757575758,Teknis Armada,728,Medium
R006,Yogyakarta - Denpasar,Malam,BUS-048,2,19.0,31,1,0.5757575757575758,Cuaca Buruk,729,Medium
R006,Yogyakarta - Denpasar,Malam,BUS-053,3,19.0,32,1,0.5757575757575758,Jalan Rusak,730,Medium
R006,Yogyakarta - Denpasar,Sore,BUS-024,1,19.0,19,0,0.5757575757575758,Lalu Lintas,731,Medium
R007,Yogyakarta - Solo,Siang,BUS-001,1,19.0,19,0,0.5757575757575758,Lalu Lintas,732,Medium
R008,Yogyakarta - Purwokerto,Dini Hari,BUS-075,1,19.0,19,0,0.5757575757575758,Cuaca Buruk,733,Medium
R008,Yogyakarta - Purwokerto,Malam,BUS-066,2,19.0,19,0,0.5757575757575758,Cuaca Buruk,734,Medium
R008,Yogyakarta - Purwokerto,Pagi,BUS-055,1,19.0,19,0,0.5757575757575758,Cuaca Buruk,735,Medium
R008,Yogyakarta - Purwokerto,Siang,BUS-078,1,19.0,19,0,0.5757575757575758,Lalu Lintas,736,Medium
R009,Yogyakarta - Madiun,Malam,BUS-024,1,19.0,19,0,0.5757575757575758,Teknis Armada,737,Medium
R009,Yogyakarta - Madiun,Pagi,BUS-009,1,19.0,19,0,0.5757575757575758,Cuaca Buruk,738,Medium
R009,Yogyakarta - Madiun,Pagi,BUS-051,1,19.0,19,0,0.5757575757575758,Teknis Armada,739,Medium
R010,Yogyakarta - Lampung,Dini Hari,BUS-027,1,19.0,19,0,0.5757575757575758,Cuaca Buruk,740,Medium
R010,Yogyakarta - Lampung,Malam,BUS-071,1,19.0,19,0,0.5757575757575758,Cuaca Buruk,741,Medium
R010,Yogyakarta - Lampung,Malam,BUS-082,1,19.0,19,0,0.5757575757575758,Lalu Lintas,742,Medium
R010,Yogyakarta - Lampung,Pagi,BUS-041,1,19.0,19,0,0.5757575757575758,Jalan Rusak,743,Medium
R010,Yogyakarta - Lampung,Siang,BUS-058,1,19.0,19,0,0.5757575757575758,Jalan Rusak,744,Medium
R010,Yogyakarta - Lampung,Siang,BUS-064,1,19.0,19,0,0.5757575757575758,Terminal Padat,745,Medium
R010,Yogyakarta - Lampung,Sore,BUS-055,1,19.0,19,0,0.5757575757575758,Jalan Rusak,746,Medium
R001,Yogyakarta - Jakarta,Malam,BUS-054,4,19.0,29,0,0.5757575757575757,Teknis Armada,747,Medium
R001,Yogyakarta - Jakarta,Pagi,BUS-002,2,19.0,25,0,0.5757575757575757,Lalu Lintas,748,Medium
R002,Yogyakarta - Bandung,Malam,BUS-002,2,19.0,21,0,0.5757575757575757,Teknis Armada,749,Medium
R002,Yogyakarta - Bandung,Malam,BUS-044,4,19.0,30,1,0.5757575757575757,Jalan Rusak,750,Medium
R003,Yogyakarta - Surabaya,Malam,BUS-077,2,19.0,21,0,0.5757575757575757,Cuaca Buruk,751,Medium
R005,Yogyakarta - Malang,Malam,BUS-058,2,19.0,21,0,0.5757575757575757,Cuaca Buruk,752,Medium
R005,Yogyakarta - Malang,Pagi,BUS-069,2,19.0,22,0,0.5757575757575757,Cuaca Buruk,753,Medium
R007,Yogyakarta - Solo,Malam,BUS-073,2,19.0,21,0,0.5757575757575757,Cuaca Buruk,754,Medium
R010,Yogyakarta - Lampung,Pagi,BUS-064,2,19.0,26,0,0.5757575757575757,Jalan Rusak,755,Medium
R010,Yogyakarta - Lampung,Sore,BUS-006,2,19.0,20,0,0.5757575757575757,Lalu Lintas,756,Medium
R002,Yogyakarta - Bandung,Malam,BUS-074,5,20.0,39,2,0.5696969696969697,Tidak Ada,757,Medium
R001,Yogyakarta - Jakarta,Pagi,BUS-074,5,18.8,33,1,0.5696969696969697,Teknis Armada,758,Medium
R001,Yogyakarta - Jakarta,Sore,BUS-079,4,19.75,37,1,0.5681818181818182,Cuaca Buruk,759,Medium
R001,Yogyakarta - Jakarta,Pagi,BUS-064,4,18.75,23,0,0.5681818181818181,Jalan Rusak,760,Medium
R005,Yogyakarta - Malang,Malam,BUS-062,4,18.75,24,0,0.5681818181818181,Cuaca Buruk,761,Medium
R002,Yogyakarta - Bandung,Malam,BUS-011,3,24.666666666666668,51,1,0.5656565656565656,Lalu Lintas,762,Medium
R001,Yogyakarta - Jakarta,Pagi,BUS-081,3,18.666666666666668,24,0,0.5656565656565656,Terminal Padat,763,Medium
R002,Yogyakarta - Bandung,Dini Hari,BUS-045,3,18.666666666666668,28,0,0.5656565656565656,Jalan Rusak,764,Medium
R003,Yogyakarta - Surabaya,Dini Hari,BUS-002,3,18.666666666666668,32,1,0.5656565656565656,Terminal Padat,765,Medium
R003,Yogyakarta - Surabaya,Sore,BUS-080,3,18.666666666666668,31,1,0.5656565656565656,Cuaca Buruk,766,Medium
R004,Yogyakarta - Semarang,Malam,BUS-081,3,18.666666666666668,28,0,0.5656565656565656,Lalu Lintas,767,Medium
R006,Yogyakarta - Denpasar,Malam,BUS-002,3,18.666666666666668,20,0,0.5656565656565656,Cuaca Buruk,768,Medium
R006,Yogyakarta - Denpasar,Malam,BUS-057,3,18.666666666666668,30,1,0.5656565656565656,Jalan Rusak,769,Medium
R005,Yogyakarta - Malang,Malam,BUS-012,5,19.2,36,1,0.5636363636363637,Lalu Lintas,770,Medium
R001,Yogyakarta - Jakarta,Pagi,BUS-034,5,18.6,28,0,0.5636363636363637,Teknis Armada,771,Medium
R003,Yogyakarta - Surabaya,Siang,BUS-011,2,18.5,27,0,0.5606060606060607,Cuaca Buruk,772,Medium
R010,Yogyakarta - Lampung,Malam,BUS-050,2,18.5,31,1,0.5606060606060607,Terminal Padat,773,Medium
R010,Yogyakarta - Lampung,Pagi,BUS-001,2,18.5,32,1,0.5606060606060607,Terminal Padat,774,Medium
R003,Yogyakarta - Surabaya,Dini Hari,BUS-041,2,25.0,46,1,0.5606060606060606,Terminal Padat,775,Medium
R001,Yogyakarta - Jakarta,Malam,BUS-041,2,21.0,38,1,0.5606060606060606,Jalan Rusak,776,Medium
R009,Yogyakarta - Madiun,Malam,BUS-028,4,19.75,38,1,0.5606060606060606,Cuaca Buruk,777,Medium
R001,Yogyakarta - Jakarta,Malam,BUS-034,2,18.5,22,0,0.5606060606060606,Cuaca Buruk,778,Medium
R001,Yogyakarta - Jakarta,Malam,BUS-081,2,18.5,19,0,0.5606060606060606,Jalan Rusak,779,Medium
R001,Yogyakarta - Jakarta,Siang,BUS-081,2,18.5,20,0,0.5606060606060606,Lalu Lintas,780,Medium
R002,Yogyakarta - Bandung,Dini Hari,BUS-034,2,18.5,19,0,0.5606060606060606,Jalan Rusak,781,Medium
R002,Yogyakarta - Bandung,Malam,BUS-012,2,18.5,19,0,0.5606060606060606,Lalu Lintas,782,Medium
R002,Yogyakarta - Bandung,Sore,BUS-043,2,18.5,24,0,0.5606060606060606,Jalan Rusak,783,Medium
R003,Yogyakarta - Surabaya,Sore,BUS-071,2,18.5,29,0,0.5606060606060606,Lalu Lintas,784,Medium
R004,Yogyakarta - Semarang,Siang,BUS-055,2,18.5,21,0,0.5606060606060606,Cuaca Buruk,785,Medium
R005,Yogyakarta - Malang,Pagi,BUS-077,2,18.5,26,0,0.5606060606060606,Cuaca Buruk,786,Medium
R005,Yogyakarta - Malang,Sore,BUS-026,2,18.5,28,0,0.5606060606060606,Teknis Armada,787,Medium
R006,Yogyakarta - Denpasar,Malam,BUS-077,2,18.5,25,0,0.5606060606060606,Teknis Armada,788,Medium
R009,Yogyakarta - Madiun,Pagi,BUS-016,2,18.5,20,0,0.5606060606060606,Teknis Armada,789,Medium
R010,Yogyakarta - Lampung,Malam,BUS-004,2,18.5,21,0,0.5606060606060606,Jalan Rusak,790,Medium
R010,Yogyakarta - Lampung,Malam,BUS-022,2,18.5,24,0,0.5606060606060606,Teknis Armada,791,Medium
R010,Yogyakarta - Lampung,Siang,BUS-071,2,18.5,19,0,0.5606060606060606,Lalu Lintas,792,Medium
R001,Yogyakarta - Jakarta,Pagi,BUS-050,3,18.333333333333332,24,0,0.5555555555555556,Terminal Padat,793,Medium
R005,Yogyakarta - Malang,Malam,BUS-034,3,18.333333333333332,27,0,0.5555555555555556,Jalan Rusak,794,Medium
R001,Yogyakarta - Jakarta,Malam,BUS-030,3,18.333333333333332,22,0,0.5555555555555555,Cuaca Buruk,795,Medium
R001,Yogyakarta - Jakarta,Pagi,BUS-027,2,18.0,31,1,0.5454545454545455,Lalu Lintas,796,Medium
R003,Yogyakarta - Surabaya,Dini Hari,BUS-044,4,19.25,38,1,0.5454545454545454,Terminal Padat,797,Medium
R001,Yogyakarta - Jakarta,Dini Hari,BUS-053,1,18.0,18,0,0.5454545454545454,Teknis Armada,798,Medium
R001,Yogyakarta - Jakarta,Malam,BUS-011,2,18.0,23,0,0.5454545454545454,Lalu Lintas,799,Medium
R001,Yogyakarta - Jakarta,Malam,BUS-061,3,18.0,25,0,0.5454545454545454,Cuaca Buruk,800,Medium
R001,Yogyakarta - Jakarta,Pagi,BUS-025,2,18.0,26,0,0.5454545454545454,Lalu Lintas,801,Medium
R001,Yogyakarta - Jakarta,Pagi,BUS-071,2,18.0,22,0,0.5454545454545454,Jalan Rusak,802,Medium
R001,Yogyakarta - Jakarta,Siang,BUS-064,1,18.0,18,0,0.5454545454545454,Terminal Padat,803,Medium
R001,Yogyakarta - Jakarta,Sore,BUS-023,1,18.0,18,0,0.5454545454545454,Terminal Padat,804,Medium
R002,Yogyakarta - Bandung,Malam,BUS-013,1,18.0,18,0,0.5454545454545454,Lalu Lintas,805,Medium
R002,Yogyakarta - Bandung,Malam,BUS-059,4,18.0,26,0,0.5454545454545454,Jalan Rusak,806,Medium
R002,Yogyakarta - Bandung,Malam,BUS-081,1,18.0,18,0,0.5454545454545454,Jalan Rusak,807,Medium
R002,Yogyakarta - Bandung,Siang,BUS-045,1,18.0,18,0,0.5454545454545454,Cuaca Buruk,808,Medium
R002,Yogyakarta - Bandung,Sore,BUS-020,1,18.0,18,0,0.5454545454545454,Lalu Lintas,809,Medium
R003,Yogyakarta - Surabaya,Dini Hari,BUS-010,2,18.0,22,0,0.5454545454545454,Cuaca Buruk,810,Medium
R003,Yogyakarta - Surabaya,Dini Hari,BUS-021,1,18.0,18,0,0.5454545454545454,Terminal Padat,811,Medium
R003,Yogyakarta - Surabaya,Dini Hari,BUS-046,2,18.0,21,0,0.5454545454545454,Lalu Lintas,812,Medium
R003,Yogyakarta - Surabaya,Dini Hari,BUS-050,2,18.0,21,0,0.5454545454545454,Teknis Armada,813,Medium
R003,Yogyakarta - Surabaya,Malam,BUS-024,4,18.0,29,0,0.5454545454545454,Terminal Padat,814,Medium
R003,Yogyakarta - Surabaya,Malam,BUS-039,1,18.0,18,0,0.5454545454545454,Terminal Padat,815,Medium
R003,Yogyakarta - Surabaya,Malam,BUS-052,1,18.0,18,0,0.5454545454545454,Lalu Lintas,816,Medium
R003,Yogyakarta - Surabaya,Pagi,BUS-059,2,18.0,18,0,0.5454545454545454,Teknis Armada,817,Medium
R003,Yogyakarta - Surabaya,Sore,BUS-043,1,18.0,18,0,0.5454545454545454,Terminal Padat,818,Medium
R003,Yogyakarta - Surabaya,Sore,BUS-067,1,18.0,18,0,0.5454545454545454,Teknis Armada,819,Medium
R004,Yogyakarta - Semarang,Dini Hari,BUS-063,2,18.0,32,1,0.5454545454545454,Jalan Rusak,820,Medium
R004,Yogyakarta - Semarang,Malam,BUS-032,2,18.0,19,0,0.5454545454545454,Cuaca Buruk,821,Medium
R004,Yogyakarta - Semarang,Siang,BUS-007,1,18.0,18,0,0.5454545454545454,Teknis Armada,822,Medium
R004,Yogyakarta - Semarang,Siang,BUS-031,1,18.0,18,0,0.5454545454545454,Jalan Rusak,823,Medium
R004,Yogyakarta - Semarang,Sore,BUS-035,1,18.0,18,0,0.5454545454545454,Jalan Rusak,824,Medium
R005,Yogyakarta - Malang,Dini Hari,BUS-036,3,18.0,18,0,0.5454545454545454,Jalan Rusak,825,Medium
R005,Yogyakarta - Malang,Siang,BUS-085,1,18.0,18,0,0.5454545454545454,Cuaca Buruk,826,Medium
R005,Yogyakarta - Malang,Sore,BUS-020,1,18.0,18,0,0.5454545454545454,Terminal Padat,827,Medium
R005,Yogyakarta - Malang,Sore,BUS-069,1,18.0,18,0,0.5454545454545454,Jalan Rusak,828,Medium
R006,Yogyakarta - Denpasar,Dini Hari,BUS-033,1,18.0,18,0,0.5454545454545454,Jalan Rusak,829,Medium
R006,Yogyakarta - Denpasar,Malam,BUS-013,1,18.0,18,0,0.5454545454545454,Jalan Rusak,830,Medium
R006,Yogyakarta - Denpasar,Malam,BUS-056,1,18.0,18,0,0.5454545454545454,Terminal Padat,831,Medium
R006,Yogyakarta - Denpasar,Siang,BUS-085,1,18.0,18,0,0.5454545454545454,Terminal Padat,832,Medium
R006,Yogyakarta - Denpasar,Sore,BUS-040,1,18.0,18,0,0.5454545454545454,Jalan Rusak,833,Medium
R007,Yogyakarta - Solo,Dini Hari,BUS-049,1,18.0,18,0,0.5454545454545454,Jalan Rusak,834,Medium
R007,Yogyakarta - Solo,Siang,BUS-011,1,18.0,18,0,0.5454545454545454,Lalu Lintas,835,Medium
R007,Yogyakarta - Solo,Siang,BUS-061,1,18.0,18,0,0.5454545454545454,Cuaca Buruk,836,Medium
R007,Yogyakarta - Solo,Sore,BUS-030,1,18.0,18,0,0.5454545454545454,Jalan Rusak,837,Medium
R008,Yogyakarta - Purwokerto,Dini Hari,BUS-012,1,18.0,18,0,0.5454545454545454,Lalu Lintas,838,Medium
R008,Yogyakarta - Purwokerto,Dini Hari,BUS-042,1,18.0,18,0,0.5454545454545454,Jalan Rusak,839,Medium
R008,Yogyakarta - Purwokerto,Malam,BUS-046,1,18.0,18,0,0.5454545454545454,Terminal Padat,840,Medium
R008,Yogyakarta - Purwokerto,Pagi,BUS-037,1,18.0,18,0,0.5454545454545454,Lalu Lintas,841,Medium
R008,Yogyakarta - Purwokerto,Siang,BUS-003,1,18.0,18,0,0.5454545454545454,Cuaca Buruk,842,Medium
R008,Yogyakarta - Purwokerto,Sore,BUS-044,1,18.0,18,0,0.5454545454545454,Jalan Rusak,843,Medium
R008,Yogyakarta - Purwokerto,Sore,BUS-056,1,18.0,18,0,0.5454545454545454,Teknis Armada,844,Medium
R009,Yogyakarta - Madiun,Dini Hari,BUS-037,1,18.0,18,0,0.5454545454545454,Teknis Armada,845,Medium
R009,Yogyakarta - Madiun,Malam,BUS-047,1,18.0,18,0,0.5454545454545454,Terminal Padat,846,Medium
R009,Yogyakarta - Madiun,Malam,BUS-072,1,18.0,18,0,0.5454545454545454,Jalan Rusak,847,Medium
R010,Yogyakarta - Lampung,Pagi,BUS-005,1,18.0,18,0,0.5454545454545454,Terminal Padat,848,Medium
R010,Yogyakarta - Lampung,Siang,BUS-036,1,18.0,18,0,0.5454545454545454,Cuaca Buruk,849,Medium
R010,Yogyakarta - Lampung,Sore,BUS-023,1,18.0,18,0,0.5454545454545454,Cuaca Buruk,850,Medium
R010,Yogyakarta - Lampung,Sore,BUS-048,3,18.0,26,0,0.5454545454545454,Teknis Armada,851,Medium
R005,Yogyakarta - Malang,Malam,BUS-010,5,17.8,33,1,0.5393939393939394,Terminal Padat,852,Medium
R003,Yogyakarta - Surabaya,Malam,BUS-036,4,17.75,27,0,0.5378787878787878,Cuaca Buruk,853,Medium
R005,Yogyakarta - Malang,Malam,BUS-033,4,17.75,27,0,0.5378787878787878,Terminal Padat,854,Medium
R001,Yogyakarta - Jakarta,Malam,BUS-023,3,17.666666666666668,30,1,0.5353535353535354,Jalan Rusak,855,Medium
